wordID,word,pos,definition
591,bench,n.,"A long seat, differing from a stool in its greater length"
592,bent,0,of Bend
593,bend,v. t.,To strain or move out of a straight line
594,beneath,prep.,"Lower in place, with something directly over or on"
595,beneficial,a.,Conferring benefits
596,benefit,n.,An act of kindness
597,benjamin,n.,See Benzoin
598,berlin,n.,"A four-wheeled carriage, having a sheltered seat behind the body and separate from it, invented in the 17th century, at Berlin"
599,berry,n.,"Any small fleshy fruit, as the strawberry, mulberry, huckleberry, etc"
600,beside,n.,At the side of
601,besides,adv.,Alt
602,best,a.,Having good qualities in the highest degree
603,bestiality,n.,The state or quality of being bestial
604,bet,n.,"That which is laid, staked, or pledged, as between two parties, upon the event of a contest or any contingent issue"
605,betting,p. pr. & vb. n.,of Bet
606,better,a.,Having good qualities in a greater degree than another
607,betty,n.,A short bar used by thieves to wrench doors open
608,between,prep.,In the space which separates
609,beverage,v. t.,Liquid for drinking
610,beyond,prep.,On the further side of
611,bias,n.,"A weight on the side of the ball used in the game of bowls, or a tendency imparted to the ball, which turns it from a straight line"
612,bible,n.,A book
613,biblical,a.,"Pertaining to, or derived from, the Bible"
614,bibliographic,a.,Alt
615,bibliography,n.,"A history or description of books and manuscripts, with notices of the different editions, the times when they were printed, etc"
616,bicycle,n.,A light vehicle having two wheels one behind the other
617,bid,0,of Bid
618,bidding,p. pr. & vb. n.,of Bid
619,bidder,n.,One who bids or offers a price
620,big,superl.,Having largeness of size
621,bigger,a.,compar
622,biggest,a.,superl
623,bike,n.,"A nest of wild bees, wasps, or ants"
624,bill,n.,"A beak, as of a bird, or sometimes of a turtle or other animal"
625,billing,p. pr. & vb. n.,of Bill
626,billion,n.,"According to the French and American method of numeration, a thousand millions, or 1,000,000,000"
627,billy,n.,A club
628,bin,n.,"A box, frame, crib, or inclosed place, used as a receptacle for any commodity"
629,binary,a.,Compounded or consisting of two things or parts
630,bound,imp.,of Bind
631,binding,p. pr. & vb. n.,of Bind
632,bind,v. t.,"To tie, or confine with a cord, band, ligature, chain, etc"
633,biographies,pl. ,of Biography
634,biography,n.,The written history of a person's life
635,biological,a.,Of or relating to biology
636,biology,n.,The science of life
637,bird,n.,Orig
638,birth,n.,"The act or fact of coming into life, or of being born"
639,birthday,n.,The day in which any person is born
640,bishop,n.,"A spiritual overseer, superintendent, or director"
641,bit,v.,"The part of a bridle, usually of iron, which is inserted in the mouth of a horse, and having appendages to which the reins are fastened"
642,bitch,n.,"The female of the canine kind, as of the dog, wolf, and fox"
643,bite,v. t.,"To seize with the teeth, so that they enter or nip the thing seized"
644,bizarre,a.,Odd in manner or appearance
645,black,a.,"Destitute of light, or incapable of reflecting it"
646,blackberry,n.,The fruit of several species of bramble (Rubus)
647,blacks,n. pl.,"The name of a kind of in used in copperplate printing, prepared from the charred husks of the grape, and residue of the wine press"
648,blade,n.,"Properly, the leaf, or flat part of the leaf, of any plant, especially of gramineous plants"
649,blame,v. t.,To censure
650,blank,a.,Of a white or pale color
651,blanket,a.,"A heavy, loosely woven fabric, usually of wool, and having a nap, used in bed clothing"
652,blast,n.,A violent gust of wind
653,bleeding,p. pr. & vb. n.,of Bleed
654,blend,v. t.,To mix or mingle together
655,blessed,imp. & p. p.,of Bless
656,bless,v. t.,To make or pronounce holy
657,blind,a.,"Destitute of the sense of seeing, either by natural defect or by deprivation"
658,blink,v. i.,To wink
659,block,v. t.,A piece of wood more or less bulky
660,blocked,imp. & p. p.,of Block
661,blocking,p. pr. & vb. n.,of Block
662,blond,v. t.,Alt
663,blonde,v. t.,Of a fair color
664,blood,n.,"The fluid which circulates in the principal vascular system of animals, carrying nourishment to all parts of the body, and bringing away waste products to be excreted"
665,bloody,a.,Containing or resembling blood
666,bloom,n.,A blossom
667,blowing,p. pr. & vb. n.,of Blow
668,blow,v. i.,To flower
669,blue,superl.,"Having the color of the clear sky, or a hue resembling it, whether lighter or darker"
670,bo,interj.,An exclamation used to startle or frighten
671,board,n.,"A piece of timber sawed thin, and of considerable length and breadth as compared with the thickness, -- used for building, etc"
672,boat,n.,"A small open vessel, or water craft, usually moved by cars or paddles, but often by a sail"
673,boating,p. pr. & vb. n.,of Boat
674,bob,n.,"Anything that hangs so as to play loosely, or with a short abrupt motion, as at the end of a string"
675,bobby,n.,A nickname for a policeman
676,bodies,pl. ,of Body
677,body,n.,"The material organized substance of an animal, whether living or dead, as distinguished from the spirit, or vital principle"
678,bold,n.,Forward to meet danger
679,bolt,n.,"A shaft or missile intended to be shot from a crossbow or catapult, esp"
680,bomb,n.,A great noise
681,bon,a.,Good
682,bond,n.,"That which binds, ties, fastens, or confines, or by which anything is fastened or bound, as a cord, chain, etc"
683,bondage,a.,The state of being bound
684,bone,n.,"The hard, calcified tissue of the skeleton of vertebrate animals, consisting very largely of calcic carbonate, calcic phosphate, and gelatine"
685,bonus,n.,"A premium given for a loan, or for a charter or other privilege granted to a company"
686,book,n.,"A collection of sheets of paper, or similar material, blank, written, or printed, bound together"
687,booking,p. pr. & vb. n.,of Book
688,bookmark,n.,Something placed in a book to guide in finding a particular page or passage
689,bookstore,n.,A store where books are kept for sale
690,boom,n.,"A long pole or spar, run out for the purpose of extending the bottom of a particular sail"
691,boost,v. i.,To lift or push from behind (one who is endeavoring to climb)
692,boot,n.,Remedy
693,booth,n.,"A house or shed built of boards, boughs, or other slight materials, for temporary occupation"
694,boots,n.,"A servant at a hotel or elsewhere, who cleans and blacks the boots and shoes"
695,booty,n.,"That which is seized by violence or obtained by robbery, especially collective spoil taken in war"
696,border,n.,"The outer part or edge of anything, as of a garment, a garden, etc"
697,bored,imp. & p. p.,of Bore
698,boring,p. pr. & vb. n.,of Bore
699,borough,n.,"In England, an incorporated town that is not a city"
700,boss,n.,Any protuberant part
701,boston,n.,"A game at cards, played by four persons, with two packs of fifty-two cards each"
702,both,a. or pron.,The one and the other
703,bother,v. t.,To annoy
704,bottle,n.,"A hollow vessel, usually of glass or earthenware (but formerly of leather), with a narrow neck or mouth, for holding liquids"
705,bottom,n.,The lowest part of anything
706,bought,n.,A flexure
707,boulder,n.,Same as Bowlder
708,boulevard,n.,"Originally, a bulwark or rampart of fortification or fortified town"
709,boundaries,pl. ,of Boundary
710,boundary,n.,"That which indicates or fixes a limit or extent, or marks a bound, as of a territory"
711,bouquet,n.,A nosegay
712,bow,v. t.,To cause to deviate from straightness
713,bowl,n.,"A concave vessel of various forms (often approximately hemispherical), to hold liquids, etc"
714,bowling,p. pr. & vb. n.,of Bowl
715,box,n.,"A tree or shrub, flourishing in different parts of the world"
716,boxes,pl. ,of Box
717,boxed,imp. & p. p.,of Box
718,boxing,p. pr. & vb. n.,of Box
719,boy,n.,"A male child, from birth to the age of puberty"
720,bracelet,n.,"An ornamental band or ring, for the wrist or the arm"
721,bracket,n.,"An architectural member, plain or ornamental, projecting from a wall or pier, to support weight falling outside of the same"
722,brad,n.,"A thin nail, usually small, with a slight projection at the top on one side instead of a head"
723,brain,n.,"The whitish mass of soft matter (the center of the nervous system, and the seat of consciousness and volition) which is inclosed in the cartilaginous or bony cranium of vertebrate animals"
724,brake,0,imp
725,branches,pl. ,of Branch
726,branch,n.,"A shoot or secondary stem growing from the main stem, or from a principal limb or bough of a tree or other plant"
727,brand,v. t.,A burning piece of wood
728,brass,n.,"An alloy (usually yellow) of copper and zinc, in variable proportion, but often containing two parts of copper to one part of zinc"
729,brave,superl.,Bold
730,brazilian,a.,Of or pertaining to Brazil
731,breach,n.,"The act of breaking, in a figurative sense"
732,bread,a.,To spread
733,broke,imp.,of Break
734,broken,p. p.,of Break
735,breaking,p. pr. & vb. n.,of Break
736,break,v. t.,To strain apart
737,breakdown,n.,"The act or result of breaking down, as of a carriage"
738,breakfast,n.,"The first meal in the day, or that which is eaten at the first meal"
739,breast,n.,"The fore part of the body, between the neck and the belly"
740,breath,n.,The air inhaled and exhaled in respiration
741,breathing,p. pr. & vb. n.,of Breathe
742,breeding,p. pr. & vb. n.,of Breed
743,breed,v. t.,To produce as offspring
744,brick,n.,"A block or clay tempered with water, sand, etc"
745,bridal,n.,"Of or pertaining to a bride, or to wedding"
746,bride,n.,"A woman newly married, or about to be married"
747,bridge,n.,"A structure, usually of wood, stone, brick, or iron, erected over a river or other water course, or over a chasm, railroad, etc"
748,brief,a.,Short in duration
749,briefly,adv.,Concisely
750,bright,v. i.,"See Brite, v"
751,brilliant,p. pr.,Sparkling with luster
752,brought,imp. & p. p.,of Bring
753,bringing,p. pr. & vb. n.,of Bring
754,bring,v. t.,To convey to the place where the speaker is or is to be
755,bristol,n.,A seaport city in the west of England
756,british,a.,Of or pertaining to Great Britain or to its inhabitants
757,broad,superl.,Wide
758,broadcast,n.,"A casting or throwing seed in all directions, as from the hand in sowing"
759,brochure,v. t.,A printed and stitched book containing only a few leaves
760,broker,v. t.,One who transacts business for another
761,bronze,a.,"An alloy of copper and tin, to which small proportions of other metals, especially zinc, are sometimes added"
762,brook,v. t.,A natural stream of water smaller than a river or creek
763,brothers,pl. ,of Brother
764,brother,n.,"A male person who has the same father and mother with another person, or who has one of them only"
765,brown,superl.,"Of a dark color, of various shades between black and red or yellow"
766,browse,n.,"The tender branches or twigs of trees and shrubs, fit for the food of cattle and other animals"
767,browsing,p. pr. & vb. n.,of Browse
768,browser,n.,An animal that browses
769,brunette,a.,A girl or woman with a somewhat brown or dark complexion
770,brush,n.,"An instrument composed of bristles, or other like material, set in a suitable back or handle, as of wood, bone, or ivory, and used for various purposes, as in removing dust from clothes, laying on colors, etc"
771,brussels,n.,"A city of Belgium, giving its name to a kind of carpet, a kind of lace, etc"
772,brutal,a.,Of or pertaining to a brute
773,bubble,n.,A thin film of liquid inflated with air or gas
774,buck,n.,"Lye or suds in which cloth is soaked in the operation of bleaching, or in which clothes are washed"
775,budget,n.,A bag or sack with its contents
776,buffalo,n.,A species of the genus Bos or Bubalus (B
777,buffer,n.,"An elastic apparatus or fender, for deadening the jar caused by the collision of bodies"
778,bug,n.,A bugbear
779,built,imp. & p. p.,of Build
780,building,p. pr. & vb. n.,of Build
781,build,v. t.,"To erect or construct, as an edifice or fabric of any kind"
